#Frame             d1           d2
     966       6.9484      10.8170
     967       6.2778      11.5470
     968       6.8855      11.1812
     969       6.9449      11.4823
     970       6.3935      10.5141
     971       6.6995      11.5239
     972       6.8856      11.3888
     973       6.7143      10.8898
     974       6.9115      11.2108
     975       7.0619      11.7448
     976       7.6104      11.2199
     977       7.4881      11.6908
     978       8.2913       9.9771
     979       7.4733      10.4791
     980       7.7155      10.2825
     981       8.4420      10.0129
     982       7.0930      10.1844
     983       7.2709      10.8941
     984       6.5188      11.2385
     985       7.4901      10.6992
     986       6.7817      10.9737
     987       6.9019      11.1015
     988       7.0572      10.2954
     989       7.2843      10.4486
     990       7.7217       9.8960
     991       7.5614      10.7309
     992       7.1864      10.7182
     993       6.7281      10.6257
     994       7.6611      10.4726
     995       7.8760      10.3378
     996       7.3696      10.3278
     997       7.8947      10.7795
     998       8.5444      10.9105
     999       8.2577      10.4593
    1000       8.6827       9.5827
    1001       7.3526      11.0889
    1002       7.0944      10.9822
    1003       6.2538      10.7163
    1004       6.3910       9.9794
    1005       5.8885       9.0971
    1006       6.8509      10.3269
    1007       5.9581      10.4251
    1008       6.5992      10.6793
    1009       6.5922      10.9007
    1010       6.7091      10.5245
    1011       6.4352      11.1864
    1012       6.5398      10.4549
    1013       7.0548      11.4307
    1014       6.7321      11.4444
    1015       7.0359      11.1360
    1016       6.2907      10.5799
    1017       7.3249      10.7233
    1018       6.7511      11.0564
    1019       8.2302      11.2968
    1020       7.3999      11.3365
    1021       6.6395      10.9617
    1022       8.1691      10.1109
    1023       6.6881       8.9326
    1024       7.0686       9.2644
    1025       7.0558       9.6234
    1026       7.0853       9.7046
    1027       6.8733      10.5437
    1028       8.4365      10.0379
    1029       8.5818      10.1033
    1030       8.1746      10.2046
    1031       9.0785      10.0186
    1032       8.2644      10.5707
    1033       9.4734      10.7511
    1034       8.4910      11.1523
    1035       9.0037      11.5032
    1036       8.2564      10.0529
    1037       8.7206       9.5198
    1038       7.9307       9.8244
    1039       6.4122       9.0816
    1040       7.2764       8.6411
    1041       6.7370       9.6188
    1042       7.4517       8.8591
    1043       7.0793       9.1787
    1044       7.5821       9.0793
    1045       8.9204       8.9264
    1046       7.2891       9.8229
    1047       7.1673       9.8696
    1048       8.3033       9.9228
    1049       6.9595       9.7449
    1050       8.9930       9.7482
    1051       8.3160       9.4565
    1052       6.0060       9.6605
    1053       5.5323       9.3078
    1054       5.8821       8.9945
    1055       6.0532       8.5545
    1056       6.4772       8.9496
    1057       4.7929       9.4532
    1058       4.6506       9.9028
    1059       7.4151       9.1590
    1060       7.3795       8.4800
    1061       7.3118       9.5024
    1062       9.3350       9.2662
    1063       8.8035       9.1568
    1064       8.0120       8.8514
    1065       8.8514       8.2103
    1066       9.2772       9.6834
    1067       8.7437       8.9535
